prdt_type,brand,milestone,target_group,campaign_month,selected_qty,mailed_count,response_count,response_sales_amt,cust_segment,response_rate_percentage,sales_per_mailed
Prdt-1,E,21 Months,Targeted,JULY,1399,1399,47,8012.75,CLRecall21-Employed,3.3595425303788424,5.727483917083632
Prdt-1,E,21 Months,Control,JULY,157,157,3,463.25,CLRecall21-EmployedControl,1.910828025477707,2.950636942675159
Prdt-1,E,21 Months,Targeted,JULY,3023,3023,92,16213.93,CLRecall21Leased,3.0433344359907375,5.363522990406881
Prdt-1,E,21 Months,Control,JULY,336,336,7,1373.74,CLRecall21LeasedControl,2.083333333333333,4.088511904761905
Prdt-1,E,24 Months,Targeted,JULY,1423,1423,55,9314.63,CLRecall24-Employed,3.865073787772312,6.54576950105411
Prdt-1,E,24 Months,Control,JULY,159,159,3,819.99,CLRecall24-EmployedControl,1.8867924528301887,5.157169811320755
Prdt-1,E,24 Months,Targeted,JULY,2786,2786,72,11368.13,CLRecall24Leased,2.5843503230437905,4.080448671931084
Prdt-1,E,24 Months,Control,JULY,310,310,10,1405.4,CLRecall24LeasedControl,3.225806451612903,4.533548387096775
Prdt-1,E,27 Months,Targeted,JULY,1254,1254,30,5401.26,CLRecall27-Employed,2.3923444976076556,4.307224880382775
Prdt-1,E,27 Months,Control,JULY,140,140,4,663.27,CLRecall27-EmployedControl,2.857142857142857,4.737642857142857
Prdt-1,E,27 Months,Targeted,JULY,2372,2372,39,6408.56,CLRecall27Leased,1.6441821247892074,2.701753794266442
Prdt-1,E,27 Months,Control,JULY,263,263,2,187.55,CLRecall27LeasedControl,0.7604562737642585,0.7131178707224335
Prdt-1,E,12 Months,Targeted,JUNE,1871,1871,206,43926.86,CLRecall12-Employed,11.010154997327632,23.47774452164618
Prdt-1,E,12 Months,Control,JUNE,208,208,20,4646.82,CLRecall12-EmployedControl,9.615384615384617,22.34048076923077
Prdt-1,E,12 Months,Targeted,JUNE,2979,2979,243,44007.94,CLRecall12Leased,8.157099697885197,14.77272239006378
Prdt-1,E,12 Months,Control,JUNE,331,331,29,5518.56,CLRecall12LeasedControl,8.761329305135952,16.672386706948643
Prdt-1,E,15 Months,Targeted,JUNE,1562,1562,87,19115.88,CLRecall15-Employed,5.569782330345711,12.23807938540333
Prdt-1,E,15 Months,Control,JUNE,173,173,7,2184.61,CLRecall15-EmployedControl,4.046242774566474,12.627803468208093
Prdt-1,E,15 Months,Targeted,JUNE,3362,3362,167,28423.95,CLRecall15Leased,4.967281380130874,8.454476502082095
Prdt-1,E,15 Months,Control,JUNE,373,373,13,2332.43,CLRecall15LeasedControl,3.485254691689008,6.253163538873994
Prdt-1,E,18 Months,Targeted,JUNE,958,958,37,7968.34,CLRecall18-Employed,3.8622129436325676,8.31768267223382
Prdt-1,E,18 Months,Control,JUNE,106,106,6,1574.96,CLRecall18-EmployedControl,5.660377358490567,14.85811320754717
Prdt-1,E,18 Months,Targeted,JUNE,1425,1425,56,11046.32,CLRecall18Leased,3.929824561403509,7.751803508771929
Prdt-1,E,18 Months,Control,JUNE,158,158,8,1163.23,CLRecall18LeasedControl,5.063291139240507,7.362215189873418
Prdt-1,E,21 Months,Targeted,JUNE,1373,1373,47,10695.78,CLRecall21-Employed,3.423160961398398,7.790080116533139
Prdt-1,E,21 Months,Control,JUNE,152,152,4,630.08,CLRecall21-EmployedControl,2.631578947368421,4.145263157894737
Prdt-1,E,21 Months,Targeted,JUNE,2866,2866,103,16950.32,CLRecall21Leased,3.593859036985345,5.914277739009072
Prdt-1,E,21 Months,Control,JUNE,318,318,10,1821.41,CLRecall21LeasedControl,3.1446540880503147,5.727704402515723
Prdt-1,E,24 Months,Targeted,JUNE,1461,1461,43,10314.37,CLRecall24-Employed,2.943189596167009,7.0598015058179335
Prdt-1,E,24 Months,Control,JUNE,162,162,8,1115.38,CLRecall24-EmployedControl,4.938271604938271,6.885061728395063
Prdt-1,E,24 Months,Targeted,JUNE,2605,2605,80,13566.87,CLRecall24Leased,3.071017274472169,5.208011516314779
Prdt-1,E,24 Months,Control,JUNE,289,289,11,1862.9,CLRecall24LeasedControl,3.8062283737024223,6.446020761245675
Prdt-1,E,27 Months,Targeted,JUNE,1432,1432,34,5732.92,CLRecall27-Employed,2.3743016759776534,4.003435754189944
Prdt-1,E,27 Months,Control,JUNE,159,159,6,1091.6,CLRecall27-EmployedControl,3.7735849056603774,6.865408805031446
Prdt-1,E,27 Months,Targeted,JUNE,3186,3186,57,9648.7,CLRecall27Leased,1.7890772128060264,3.028468298807282
Prdt-1,E,27 Months,Control,JUNE,354,354,9,1082.09,CLRecall27LeasedControl,2.5423728813559325,3.0567514124293784
Prdt-1,E,12 Months,Targeted,MAY,1854,1854,176,36760.42,CLRecall12-Employed,9.492988133764833,19.82762675296656
Prdt-1,E,12 Months,Control,MAY,206,206,17,2908.94,CLRecall12-EmployedControl,8.25242718446602,14.121067961165048
Prdt-1,E,12 Months,Control,MAY,353,353,27,4651.37,CLRecall12LeasedControl,7.64872521246459,13.176685552407932
Prdt-1,E,12 Months,Targeted,MAY,3092,3092,277,49996.51,CLRecall12Leaseded,8.958602846054333,16.169634540750323
Prdt-1,E,15 Months,Targeted,MAY,1530,1530,93,17774.25,CLRecall15-Employed,6.078431372549019,11.617156862745098
Prdt-1,E,15 Months,Control,MAY,170,170,4,298.49,CLRecall15-EmployedControl,2.3529411764705883,1.7558235294117648
Prdt-1,E,15 Months,Control,MAY,379,379,18,3195.85,CLRecall15LeasedControl,4.749340369393139,8.432321899736147
Prdt-1,E,15 Months,Targeted,MAY,3325,3325,177,28545.61,CLRecall15Leaseded,5.323308270676692,8.585145864661655
Prdt-1,E,18 Months,Targeted,MAY,949,949,52,9520.45,CLRecall18-Employed,5.47945205479452,10.032086406743941
Prdt-1,E,18 Months,Control,MAY,105,105,6,1923.24,CLRecall18-EmployedControl,5.714285714285714,18.31657142857143
Prdt-1,E,18 Months,Control,MAY,185,185,6,500.35,CLRecall18LeasedControl,3.2432432432432434,2.7045945945945946
Prdt-1,E,18 Months,Targeted,MAY,1581,1581,61,10945.5,CLRecall18Leaseded,3.85831752055661,6.923149905123339
Prdt-1,E,21 Months,Targeted,MAY,1390,1390,57,13050.6,CLRecall21-Employed,4.100719424460432,9.388920863309353
Prdt-1,E,21 Months,Control,MAY,154,154,8,2569.67,CLRecall21-EmployedControl,5.194805194805195,16.686168831168832
Prdt-1,E,21 Months,Control,MAY,340,340,4,487.32,CLRecall21LeasedControl,1.1764705882352942,1.4332941176470588
Prdt-1,E,21 Months,Targeted,MAY,2975,2975,95,15067.19,CLRecall21Leaseded,3.1932773109243695,5.064601680672269
Prdt-1,E,24 Months,Targeted,MAY,1246,1246,44,9251.37,CLRecall24-Employed,3.5313001605136436,7.424855537720707
Prdt-1,E,24 Months,Control,MAY,138,138,5,1678.32,CLRecall24-EmployedControl,3.6231884057971016,12.161739130434782
Prdt-1,E,24 Months,Control,MAY,256,256,7,940.29,CLRecall24LeasedControl,2.734375,3.6730078125
Prdt-1,E,24 Months,Targeted,MAY,2228,2228,65,11065.04,CLRecall24Leaseded,2.917414721723519,4.966355475763017
Prdt-1,E,27 Months,Targeted,MAY,1296,1296,33,7104.25,CLRecall27-Employed,2.5462962962962963,5.481674382716049
Prdt-1,E,27 Months,Control,MAY,144,144,0,0.0,CLRecall27-EmployedControl,0.0,0.0
Prdt-1,E,27 Months,Control,MAY,328,328,6,854.72,CLRecall27LeasedControl,1.8292682926829267,2.6058536585365855
Prdt-1,E,27 Months,Targeted,MAY,2867,2867,73,11579.0,CLRecall27Leaseded,2.5462155563306594,4.038716428322288
Prdt-1,E,12 Months,Control,NOVEMBER,4464,379,24,4037.93,Recall-CG,6.33245382585752,10.654168865435356
Prdt-1,E,12 Months,Control,NOVEMBER,3486,219,16,3631.28,Recall-CG,7.30593607305936,16.581187214611873
Prdt-1,E,12 Months,Targeted,NOVEMBER,31449,2011,204,42750.99,Recall-TG,10.144206862257583,21.25857284932869
Prdt-1,E,12 Months,Targeted,NOVEMBER,60369,3342,276,47590.08,Recall-TG,8.258527827648116,14.24
Prdt-1,E,15 Months,Control,NOVEMBER,1162,220,10,2696.63,Recall-CG,4.545454545454546,12.257409090909091
Prdt-1,E,15 Months,Control,NOVEMBER,2232,487,15,1737.21,Recall-CG,3.0800821355236137,3.5671663244353184
Prdt-1,E,15 Months,Targeted,NOVEMBER,10483,1973,122,24032.83,Recall-TG,6.183476938672073,12.18085656360872
Prdt-1,E,15 Months,Targeted,NOVEMBER,20123,4286,218,36158.44,Recall-TG,5.086327578161455,8.436406906206253
Prdt-1,E,18 Months,Control,NOVEMBER,2232,317,8,913.08,Recall-CG,2.5236593059936907,2.8803785488958993
Prdt-1,E,18 Months,Control,NOVEMBER,1162,201,7,902.75,Recall-CG,3.482587064676617,4.491293532338308
Prdt-1,E,18 Months,Targeted,NOVEMBER,10483,1717,78,16225.54,Recall-TG,4.542807221898661,9.449935934769949
Prdt-1,E,18 Months,Targeted,NOVEMBER,20123,2811,89,15260.53,Recall-TG,3.166133048737104,5.4288616150836
Prdt-1,E,21 Months,Control,NOVEMBER,1162,209,2,250.2,Recall-CG,0.9569377990430622,1.1971291866028708
Prdt-1,E,21 Months,Control,NOVEMBER,2232,458,14,2554.77,Recall-CG,3.056768558951965,5.578100436681223
Prdt-1,E,21 Months,Targeted,NOVEMBER,20123,4071,108,15225.58,Recall-TG,2.6529108327192334,3.740009825595677
Prdt-1,E,21 Months,Targeted,NOVEMBER,20966,1844,46,9178.47,Recall-TG,2.4945770065075923,4.97747830802603
Prdt-1,E,24 Months,Control,NOVEMBER,1162,137,4,1034.98,Recall-CG,2.9197080291970803,7.554598540145985
Prdt-1,E,24 Months,Control,NOVEMBER,2232,229,4,581.5,Recall-CG,1.7467248908296942,2.539301310043668
Prdt-1,E,24 Months,Targeted,NOVEMBER,20123,2322,58,9323.11,Recall-TG,2.4978466838931954,4.015120585701982
Prdt-1,E,24 Months,Targeted,NOVEMBER,20966,1332,38,7715.57,Recall-TG,2.8528528528528527,5.79246996996997
Prdt-1,E,27 Months,Control,NOVEMBER,2324,176,3,730.38,Recall-CG,1.7045454545454544,4.149886363636363
Prdt-1,E,27 Months,Control,NOVEMBER,2232,362,6,1376.69,Recall-CG,1.6574585635359116,3.8030110497237573
Prdt-1,E,27 Months,Targeted,NOVEMBER,31449,1590,21,4217.64,Recall-TG,1.3207547169811322,2.652603773584906
Prdt-1,E,27 Months,Targeted,NOVEMBER,20123,3275,61,9395.14,Recall-TG,1.8625954198473282,2.8687450381679387
Prdt-1,E,12 Months,Control,OCTOBER,6420,398,45,8406.98,CL Recall Leased-CG,11.306532663316583,21.123065326633164
Prdt-1,E,12 Months,Control,OCTOBER,11445,471,82,14121.55,CL Recall Leased-CG,17.40976645435244,29.982059447983012
Prdt-1,E,12 Months,Targeted,OCTOBER,57828,3793,428,76028.81,CL Recall Leased-TG,11.283944107566569,20.04450566833641
Prdt-1,E,12 Months,Targeted,OCTOBER,82480,4039,672,116173.38,CL Recall Leased-TG,16.63778162911612,28.762906660064374
Prdt-1,E,12 Months,Control,OCTOBER,6245,268,45,9087.93,-Recall Employed CL-CG,16.791044776119403,33.91018656716418
Prdt-1,E,12 Months,Control,OCTOBER,4728,252,42,8158.08,-Recall Employed CL-CG,16.666666666666664,32.373333333333335
Prdt-1,E,12 Months,Targeted,OCTOBER,53285,2302,285,58538.41,-Recall Employed CL-TG,12.380538662033015,25.429370112945268
Prdt-1,E,12 Months,Targeted,OCTOBER,56290,2370,426,92768.42,-Recall Employed CL-TG,17.974683544303797,39.142793248945146
Prdt-1,E,15 Months,Control,OCTOBER,2289,428,1,623.2,CL Recall Leased-CG,0.23364485981308408,1.4560747663551403
Prdt-1,E,15 Months,Control,OCTOBER,2140,412,8,1921.71,CL Recall Leased-CG,1.9417475728155338,4.664344660194175
Prdt-1,E,15 Months,Targeted,OCTOBER,20620,4196,19,3468.52,CL Recall Leased-TG,0.4528122020972355,0.8266253574833174
Prdt-1,E,15 Months,Targeted,OCTOBER,19276,3850,122,21773.82,CL Recall Leased-TG,3.168831168831169,5.655537662337662
Prdt-1,E,15 Months,Control,OCTOBER,1182,225,8,1530.4,-Recall Employed CL-CG,3.5555555555555554,6.801777777777779
Prdt-1,E,15 Months,Control,OCTOBER,1249,222,4,411.4,-Recall Employed CL-CG,1.8018018018018018,1.853153153153153
Prdt-1,E,15 Months,Targeted,OCTOBER,10657,1860,91,18562.88,-Recall Employed CL-TG,4.89247311827957,9.980043010752688
Prdt-1,E,15 Months,Targeted,OCTOBER,11258,2001,34,3333.81,-Recall Employed CL-TG,1.6991504247876061,1.666071964017991
Prdt-1,E,18 Months,Control,OCTOBER,2289,391,2,326.21,CL Recall Leased-CG,0.5115089514066496,0.8342966751918158
Prdt-1,E,18 Months,Control,OCTOBER,2140,336,11,1711.2,CL Recall Leased-CG,3.273809523809524,5.092857142857143
Prdt-1,E,18 Months,Targeted,OCTOBER,19276,2962,93,16798.99,CL Recall Leased-TG,3.1397704253882512,5.671502363268063
Prdt-1,E,18 Months,Targeted,OCTOBER,20620,3251,19,2924.78,CL Recall Leased-TG,0.584435558289757,0.8996554906182713
Prdt-1,E,18 Months,Control,OCTOBER,1249,229,5,446.0,-Recall Employed CL-CG,2.1834061135371177,1.9475982532751093
Prdt-1,E,18 Months,Control,OCTOBER,1182,200,3,722.35,-Recall Employed CL-CG,1.5,3.6117500000000002
Prdt-1,E,18 Months,Targeted,OCTOBER,10657,1743,56,11230.98,-Recall Employed CL-TG,3.2128514056224895,6.443476764199655
Prdt-1,E,18 Months,Targeted,OCTOBER,11258,2019,24,3177.36,-Recall Employed CL-TG,1.188707280832095,1.5737295690936108
Prdt-1,E,21 Months,Control,OCTOBER,2140,372,13,2077.59,CL Recall Leased-CG,3.494623655913978,5.58491935483871
Prdt-1,E,21 Months,Control,OCTOBER,2289,396,4,967.98,CL Recall Leased-CG,1.0101010101010102,2.4443939393939393
Prdt-1,E,21 Months,Targeted,OCTOBER,19276,3219,72,11941.16,CL Recall Leased-TG,2.2367194780987885,3.709586828207518
Prdt-1,E,21 Months,Targeted,OCTOBER,20620,3350,14,3003.97,CL Recall Leased-TG,0.417910447761194,0.8967074626865671
Prdt-1,E,21 Months,Control,OCTOBER,1249,174,2,297.95,-Recall Employed CL-CG,1.1494252873563218,1.7123563218390805
Prdt-1,E,21 Months,Control,OCTOBER,1182,168,3,685.1,-Recall Employed CL-CG,1.7857142857142856,4.077976190476191
Prdt-1,E,21 Months,Targeted,OCTOBER,11258,1661,13,1105.01,-Recall Employed CL-TG,0.78266104756171,0.66526791089705
Prdt-1,E,21 Months,Targeted,OCTOBER,10657,1525,40,7445.06,-Recall Employed CL-TG,2.622950819672131,4.882006557377049
Prdt-1,E,24 Months,Control,OCTOBER,2289,233,2,171.6,CL Recall Leased-CG,0.8583690987124464,0.736480686695279
Prdt-1,E,24 Months,Control,OCTOBER,2140,281,6,1249.46,CL Recall Leased-CG,2.135231316725979,4.4464768683274025
Prdt-1,E,24 Months,Targeted,OCTOBER,19276,2554,31,4444.6,CL Recall Leased-TG,1.2137823022709475,1.7402505873140173
Prdt-1,E,24 Months,Targeted,OCTOBER,20620,2473,7,1042.43,CL Recall Leased-TG,0.28305701577031944,0.42152446421350587
Prdt-1,E,24 Months,Control,OCTOBER,1249,177,0,0.0,-Recall Employed CL-CG,0.0,0.0
Prdt-1,E,24 Months,Control,OCTOBER,1182,168,3,705.22,-Recall Employed CL-CG,1.7857142857142856,4.197738095238096
Prdt-1,E,24 Months,Targeted,OCTOBER,10657,1590,38,6260.19,-Recall Employed CL-TG,2.3899371069182394,3.9372264150943392
Prdt-1,E,24 Months,Targeted,OCTOBER,11258,1496,18,2198.74,-Recall Employed CL-TG,1.2032085561497325,1.4697459893048126
Prdt-1,E,27 Months,Control,OCTOBER,2140,341,2,215.1,CL Recall Leased-CG,0.5865102639296188,0.6307917888563049
Prdt-1,E,27 Months,Control,OCTOBER,2289,370,3,578.2,CL Recall Leased-CG,0.8108108108108109,1.5627027027027027
Prdt-1,E,27 Months,Targeted,OCTOBER,19276,2883,32,5316.25,CL Recall Leased-TG,1.1099549080818591,1.8439993062781825
Prdt-1,E,27 Months,Targeted,OCTOBER,20620,3296,15,1680.01,CL Recall Leased-TG,0.45509708737864074,0.5097117718446602
Prdt-1,E,27 Months,Control,OCTOBER,1249,179,0,0.0,-Recall Employed CL-CG,0.0,0.0
Prdt-1,E,27 Months,Control,OCTOBER,1182,169,6,819.35,-Recall Employed CL-CG,3.5502958579881656,4.848224852071006
Prdt-1,E,27 Months,Targeted,OCTOBER,31971,1622,33,6483.83,-Recall Employed CL-TG,2.0345252774352653,3.9974290998766953
Prdt-1,E,27 Months,Targeted,OCTOBER,45032,1696,9,955.54,-Recall Employed CL-TG,0.5306603773584906,0.5634080188679245
Prdt-2,B,12 Months,Targeted,AUGUST,6979,6979,211,60136.13,EGRecallMV12,3.023355781630606,8.616725891961599
Prdt-2,B,12 Months,Targeted,AUGUST,671,671,14,2897.33,EGRecallMV12CA,2.086438152011923,4.317928464977645
Prdt-2,B,12 Months,Control,AUGUST,74,74,2,883.23,EGRecallMV12CAControl,2.7027027027027026,11.93554054054054
Prdt-2,B,12 Months,Control,AUGUST,775,775,20,5228.58,EGRecallMV12Control,2.5806451612903225,6.746554838709677
Prdt-2,B,12 Months,Targeted,AUGUST,927,927,25,10397.17,EGRecallMV12TXNV,2.696871628910464,11.215933117583603
Prdt-2,B,12 Months,Control,AUGUST,103,103,0,0.0,EGRecallMV12TXNVControl,0.0,0.0
Prdt-2,B,12 Months,Targeted,AUGUST,10407,10407,387,79188.29,EGRecallSV12,3.7186509080426635,7.60913711924666
Prdt-2,B,12 Months,Control,AUGUST,1156,1156,43,7813.66,EGRecallSV12Control,3.7197231833910034,6.759221453287197
Prdt-2,B,12 Months,Targeted,AUGUST,2800,2800,86,16621.44,EGRecallSV12TXNVCA,3.0714285714285716,5.936228571428571
Prdt-2,B,12 Months,Control,AUGUST,311,311,13,2475.39,EGRecallSV12TXNVCAControl,4.180064308681672,7.959453376205787
Prdt-2,B,15 Months,Targeted,AUGUST,4611,4611,102,31891.75,EGRecallMV14,2.2121014964216004,6.916449793970939
Prdt-2,B,15 Months,Targeted,AUGUST,371,371,12,3095.89,EGRecallMV14CA,3.234501347708895,8.344716981132075
Prdt-2,B,15 Months,Control,AUGUST,41,41,2,479.92,EGRecallMV14CAControl,4.878048780487805,11.705365853658536
Prdt-2,B,15 Months,Control,AUGUST,512,512,10,4379.69,EGRecallMV14Control,1.953125,8.55408203125
Prdt-2,B,15 Months,Targeted,AUGUST,620,620,13,3792.55,EGRecallMV14TXNV,2.0967741935483875,6.117016129032258
Prdt-2,B,15 Months,Control,AUGUST,69,69,2,189.99,EGRecallMV14TXNVControl,2.898550724637681,2.7534782608695654
Prdt-2,B,15 Months,Targeted,AUGUST,6376,6376,197,42788.65,EGRecallSV14,3.089711417816813,6.710892409033877
Prdt-2,B,15 Months,Control,AUGUST,709,709,17,3934.91,EGRecallSV14Control,2.3977433004231314,5.549943582510578
Prdt-2,B,15 Months,Targeted,AUGUST,1559,1559,36,7670.47,EGRecallSV14TXNVCA,2.3091725465041693,4.9201218729955105
Prdt-2,B,15 Months,Control,AUGUST,173,173,5,843.38,EGRecallSV14TXNVCAControl,2.8901734104046244,4.875028901734104
Prdt-2,B,18 Months,Targeted,AUGUST,5159,5159,116,35057.75,EGRecallMV16,2.2484977708858307,6.795454545454546
Prdt-2,B,18 Months,Targeted,AUGUST,352,352,9,1783.57,EGRecallMV16CA,2.556818181818182,5.066960227272727
Prdt-2,B,18 Months,Control,AUGUST,39,39,0,0.0,EGRecallMV16CAControl,0.0,0.0
Prdt-2,B,18 Months,Control,AUGUST,573,573,10,3609.61,EGRecallMV16Control,1.7452006980802792,6.299493891797557
Prdt-2,B,18 Months,Targeted,AUGUST,618,618,18,3838.22,EGRecallMV16TXNV,2.912621359223301,6.210711974110032
Prdt-2,B,18 Months,Control,AUGUST,69,69,1,158.0,EGRecallMV16TXNVControl,1.4492753623188406,2.289855072463768
Prdt-2,B,18 Months,Targeted,AUGUST,5510,5510,95,31809.77,EGRecallMV18,1.7241379310344827,5.773098003629764
Prdt-2,B,18 Months,Targeted,AUGUST,329,329,11,1960.87,EGRecallMV18CA,3.343465045592705,5.9600911854103344
Prdt-2,B,18 Months,Control,AUGUST,37,37,1,168.0,EGRecallMV18CAControl,2.7027027027027026,4.54054054054054
Prdt-2,B,18 Months,Control,AUGUST,613,613,10,4636.79,EGRecallMV18Control,1.631321370309951,7.564094616639478
Prdt-2,B,18 Months,Targeted,AUGUST,713,713,15,4910.46,EGRecallMV18TXNV,2.1037868162692845,6.887040673211781
Prdt-2,B,18 Months,Control,AUGUST,79,79,0,0.0,EGRecallMV18TXNVControl,0.0,0.0
Prdt-2,B,18 Months,Targeted,AUGUST,7188,7188,175,35284.37,EGRecallSV16,2.434613244296049,4.908788258208125
Prdt-2,B,18 Months,Control,AUGUST,799,799,17,4361.94,EGRecallSV16Control,2.127659574468085,5.459249061326658
Prdt-2,B,18 Months,Targeted,AUGUST,1563,1563,35,5298.28,EGRecallSV16TXNVCA,2.239283429302623,3.3898144593730004
Prdt-2,B,18 Months,Control,AUGUST,174,174,1,353.26,EGRecallSV16TXNVCAControl,0.5747126436781609,2.030229885057471
Prdt-2,B,18 Months,Targeted,AUGUST,8189,8189,177,35457.43,EGRecallSV18,2.1614360727805595,4.329885211869581
Prdt-2,B,18 Months,Control,AUGUST,910,910,18,3759.18,EGRecallSV18Control,1.9780219780219779,4.130967032967033
Prdt-2,B,18 Months,Targeted,AUGUST,1922,1922,41,6689.39,EGRecallSV18TXNVCA,2.133194588969823,3.4804318418314257
Prdt-2,B,18 Months,Control,AUGUST,213,213,2,466.11,EGRecallSV18TXNVCAControl,0.9389671361502347,2.1883098591549297
Prdt-2,B,21 Months,Targeted,AUGUST,2924,2924,53,19277.49,EGRecallMV20,1.8125854993160055,6.592848837209303
Prdt-2,B,21 Months,Targeted,AUGUST,131,131,2,454.98,EGRecallMV20CA,1.5267175572519083,3.4731297709923665
Prdt-2,B,21 Months,Control,AUGUST,14,14,0,0.0,EGRecallMV20CAControl,0.0,0.0
Prdt-2,B,21 Months,Control,AUGUST,325,325,9,2541.06,EGRecallMV20Control,2.769230769230769,7.818646153846154
Prdt-2,B,21 Months,Targeted,AUGUST,368,368,6,1942.47,EGRecallMV20TXNV,1.6304347826086956,5.2784510869565215
Prdt-2,B,21 Months,Control,AUGUST,41,41,0,0.0,EGRecallMV20TXNVControl,0.0,0.0
Prdt-2,B,21 Months,Targeted,AUGUST,4379,4379,105,19699.6,EGRecallSV20,2.3978077186572277,4.498652660424754
Prdt-2,B,21 Months,Control,AUGUST,486,486,8,1454.19,EGRecallSV20Control,1.646090534979424,2.9921604938271606
Prdt-2,B,21 Months,Targeted,AUGUST,865,865,15,2029.99,EGRecallSV20TXNVCA,1.7341040462427744,2.3468092485549135
Prdt-2,B,21 Months,Control,AUGUST,96,96,3,466.85,EGRecallSV20TXNVCAControl,3.125,4.863020833333334
Prdt-2,B,24 Months,Targeted,AUGUST,4936,4936,108,28333.03,EGRecallMV22,2.188006482982172,5.740079011345219
Prdt-2,B,24 Months,Targeted,AUGUST,248,248,2,1045.49,EGRecallMV22CA,0.8064516129032258,4.215685483870968
Prdt-2,B,24 Months,Control,AUGUST,28,28,0,0.0,EGRecallMV22CAControl,0.0,0.0
Prdt-2,B,24 Months,Control,AUGUST,548,548,12,3407.78,EGRecallMV22Control,2.18978102189781,6.2185766423357665
Prdt-2,B,24 Months,Targeted,AUGUST,680,680,13,4211.25,EGRecallMV22TXNV,1.911764705882353,6.193014705882353
Prdt-2,B,24 Months,Control,AUGUST,75,75,2,278.65,EGRecallMV22TXNVControl,2.666666666666667,3.715333333333333
Prdt-2,B,24 Months,Targeted,AUGUST,5120,5120,108,37590.36,EGRecallMV24,2.109375,7.3418671875
Prdt-2,B,24 Months,Targeted,AUGUST,252,252,2,659.68,EGRecallMV24CA,0.7936507936507936,2.6177777777777775
Prdt-2,B,24 Months,Control,AUGUST,28,28,0,0.0,EGRecallMV24CAControl,0.0,0.0
Prdt-2,B,24 Months,Control,AUGUST,569,569,18,5310.47,EGRecallMV24Control,3.163444639718805,9.332987697715291
Prdt-2,B,24 Months,Targeted,AUGUST,637,637,12,3662.14,EGRecallMV24TXNV,1.8838304552590266,5.749042386185243
Prdt-2,B,24 Months,Control,AUGUST,71,71,3,1114.89,EGRecallMV24TXNVControl,4.225352112676056,15.70267605633803
Prdt-2,B,24 Months,Targeted,AUGUST,6843,6843,152,32213.76,EGRecallSV22,2.221247990647377,4.707549320473476
Prdt-2,B,24 Months,Control,AUGUST,761,761,10,2323.32,EGRecallSV22Control,1.314060446780552,3.0529829172141922
Prdt-2,B,24 Months,Targeted,AUGUST,1478,1478,29,5317.67,EGRecallSV22TXNVCA,1.962110960757781,3.5978822733423548
Prdt-2,B,24 Months,Control,AUGUST,164,164,6,820.8,EGRecallSV22TXNVCAControl,3.6585365853658534,5.004878048780488
Prdt-2,B,24 Months,Targeted,AUGUST,7626,7626,189,36590.23,EGRecallSV24,2.4783634933123526,4.79808943089431
Prdt-2,B,24 Months,Control,AUGUST,848,848,15,3339.76,EGRecallSV24Control,1.7688679245283019,3.9383962264150947
Prdt-2,B,24 Months,Targeted,AUGUST,1559,1559,36,6129.46,EGRecallSV24TXNVCA,2.3091725465041693,3.931661321359846
Prdt-2,B,24 Months,Control,AUGUST,173,173,5,1091.52,EGRecallSV24TXNVCAControl,2.8901734104046244,6.309364161849711
Prdt-2,B,27 Months,Targeted,AUGUST,4672,4672,113,38206.49,EGRecallMV26,2.418664383561644,8.177758989726026
Prdt-2,B,27 Months,Targeted,AUGUST,149,149,2,454.01,EGRecallMV26CA,1.342281879194631,3.0470469798657716
Prdt-2,B,27 Months,Control,AUGUST,16,16,0,0.0,EGRecallMV26CAControl,0.0,0.0
Prdt-2,B,27 Months,Control,AUGUST,519,519,9,2488.25,EGRecallMV26Control,1.7341040462427744,4.794315992292871
Prdt-2,B,27 Months,Targeted,AUGUST,556,556,10,2453.84,EGRecallMV26TXNV,1.7985611510791366,4.413381294964029
Prdt-2,B,27 Months,Control,AUGUST,62,62,0,0.0,EGRecallMV26TXNVControl,0.0,0.0
Prdt-2,B,27 Months,Targeted,AUGUST,6348,6348,133,26226.18,EGRecallSV26,2.0951480781348457,4.13140831758034
Prdt-2,B,27 Months,Control,AUGUST,705,705,15,2724.7,EGRecallSV26Control,2.127659574468085,3.864822695035461
Prdt-2,B,27 Months,Targeted,AUGUST,1154,1154,19,3759.28,EGRecallSV26TXNVCA,1.6464471403812824,3.257608318890815
Prdt-2,B,27 Months,Control,AUGUST,128,128,2,589.88,EGRecallSV26TXNVCAControl,1.5625,4.6084375
Prdt-2,B,27 Months,Targeted,AUGUST,24066,24066,457,52457.25,EGW_Pre_RecallEM,1.8989445691016373,2.1797245076040888
Prdt-2,B,27 Months,Control,AUGUST,1267,1267,28,4730.39,EGW_Pre_RecallEM_Control,2.209944751381215,3.73353591160221
Prdt-2,B,12 Months,Control,DECEMBER,4944,345,26,4991.96,NVIPC640-Recall-CG,7.536231884057972,14.469449275362319
Prdt-2,B,12 Months,Targeted,DECEMBER,44596,3426,256,50290.75,NVIPC640-Recall-TG,7.472270869819031,14.679144775248103
Prdt-2,B,12 Months,Control,DECEMBER,974,145,13,4789.01,NVIPC644-Recall-CG,8.96551724137931,33.027655172413795
Prdt-2,B,12 Months,Targeted,DECEMBER,17558,1575,138,51256.94,NVIPC644-Recall-TG,8.761904761904763,32.54408888888889
