prdt_type,campaign_month,milestone,cust_segment,total_customers,expected_responses,avg_score
Prdt-1,AUGUST,12 Months,CLRecall12-Employed,1,0.99,0.99
Prdt-1,AUGUST,12 Months,CLClubInvite12,1,0.99,0.99
Prdt-1,JULY,18 Months,CLRecall18Leased,1,0.99,0.99
Prdt-1,JULY,18 Months,CLRecall18-Employed,1,0.99,0.99
Prdt-2,DECEMBER,18 Months,NVIPC764-Recall-TG,1,0.99,0.99
Prdt-2,DECEMBER,21 Months,NVIPC650-Recall-TG,1,0.99,0.99
Prdt-1,JULY,12 Months,CLRecall12Leased,1,0.99,0.99
Prdt-2,DECEMBER,21 Months,NVIPC651-Recall-TG,1,0.99,0.99
Prdt-1,JANUARY,24 Months,NVIPC635-Recall-TG,1,0.99,0.99
Prdt-2,NOVEMBER,27 Months,NVIPC640-Recall-TG,1,0.99,0.99
Prdt-2,NOVEMBER,27 Months,NVIPC651-Recall-TG,1,0.99,0.99
Prdt-2,JANUARY,15 Months,NVIPC640-Recall-TG,1,0.99,0.99
Prdt-2,OCTOBER,15 Months,NVIPC119-Combined-TG,1,0.99,0.99
Prdt-1,DECEMBER,12 Months,NVIPC634-Recall-TG,1,0.99,0.99
Prdt-2,JANUARY,15 Months,NVIPC645-Recall-TG,1,0.99,0.99
Prdt-2,DECEMBER,15 Months,NVIPC651-Recall-TG,1,0.99,0.99
Prdt-2,DECEMBER,15 Months,NVIPC764-Recall-TG,1,0.99,0.99
Prdt-2,NOVEMBER,15 Months,NVIPC651-Recall-TG,1,0.99,0.99
Prdt-2,JANUARY,15 Months,NVIPC764-Recall-TG,1,0.99,0.99
Prdt-1,AUGUST,12 Months,CLRecall12Leased,1,0.99,0.99
Prdt-2,JULY,12 Months,EGRecallSV12TXNVCA,1,0.99,0.99
Prdt-2,JULY,24 Months,EGRecall24Exam,1,0.99,0.99
Prdt-1,AUGUST,15 Months,CLRecall15Leased,1,0.99,0.99
Prdt-2,DECEMBER,12 Months,NVIPC640-Recall-TG,1,0.99,0.99
Prdt-2,JULY,15 Months,EGRecall15Exam,1,0.99,0.99
Prdt-2,NOVEMBER,15 Months,NVIPC645-Recall-TG,1,0.99,0.99
Prdt-2,JULY,15 Months,EGRecall15FS,1,0.99,0.99
Prdt-1,AUGUST,21 Months,CLRecall21Leased,1,0.99,0.99
Prdt-2,OCTOBER,18 Months,NVIPC119-Combined-TG,1,0.99,0.99
Prdt-2,DECEMBER,12 Months,NVIPC651-Recall-TG,1,0.99,0.99
Prdt-2,DECEMBER,12 Months,NVIPC764-Recall-TG,1,0.99,0.99
Prdt-2,NOVEMBER,15 Months,NVIPC650-Recall-TG,1,0.99,0.99
Prdt-2,DECEMBER,27 Months,NVIPC651-Recall-TG,1,0.9854999999999999,0.9854999999999999
Prdt-2,JANUARY,12 Months,NVIPC764-Recall-TG,1,0.985,0.985
Prdt-2,NOVEMBER,18 Months,NVIPC764-Recall-TG,1,0.985,0.985
Prdt-2,JANUARY,15 Months,NVIPC650-Recall-TG,1,0.985,0.985
Prdt-2,NOVEMBER,27 Months,NVIPC645-Recall-TG,1,0.985,0.985
Prdt-2,DECEMBER,21 Months,NVIPC645-Recall-TG,1,0.9825,0.9825
Prdt-1,OCTOBER,21 Months,CL Recall Leased-CG,2,0.9806666666666666,0.4903333333333333
Prdt-2,JUNE,15 Months,EGRecallMV14,1,0.98,0.98
Prdt-2,JULY,24 Months,EGRecallSV22TXNVCA,1,0.98,0.98
Prdt-1,JANUARY,12 Months,NVIPC764-Recall-TG,1,0.98,0.98
Prdt-2,JULY,24 Months,EGRecallSV22,1,0.98,0.98
Prdt-2,NOVEMBER,12 Months,NVIPC640-Recall-TG,1,0.98,0.98
Prdt-2,MAY,18 Months,EGRecall18Employeded,1,0.98,0.98
Prdt-2,JULY,15 Months,EGRecallMV14TXNV,1,0.98,0.98
Prdt-1,NOVEMBER,15 Months,NVIPC637-Recall-TG,1,0.98,0.98
Prdt-2,JUNE,15 Months,EGRecall15Exam,1,0.98,0.98
Prdt-1,MAY,27 Months,CLRecall27-Employed,1,0.98,0.98
Prdt-2,JUNE,12 Months,EGRecallSV12TXNVCA,1,0.98,0.98
Prdt-1,OCTOBER,18 Months,NVIPC637-CL Recall,2,0.98,0.49
Prdt-1,JANUARY,24 Months,NVIPC634-Recall-TG,1,0.98,0.98
Prdt-1,JULY,12 Months,CLClubInvite12,1,0.98,0.98
Prdt-2,JULY,15 Months,EGRecallMV14CA,1,0.98,0.98
Prdt-1,JUNE,12 Months,ClubReminder12,1,0.98,0.98
Prdt-2,DECEMBER,15 Months,NVIPC650-Recall-TG,1,0.98,0.98
Prdt-2,JULY,12 Months,EGRecallMV12,1,0.98,0.98
Prdt-2,AUGUST,12 Months,EGRecall12Exam,1,0.98,0.98
Prdt-2,MAY,15 Months,EGRecall15NONFS-Test,1,0.98,0.98
Prdt-2,JUNE,24 Months,EGRecall22Leased,1,0.98,0.98
Prdt-2,JULY,15 Months,EGRecallSV14TXNVCA,1,0.98,0.98
Prdt-2,APRIL,12 Months,EGRecall12Exam,1,0.98,0.98
Prdt-2,DECEMBER,15 Months,NVIPC640-Recall-TG,1,0.98,0.98
Prdt-1,MAY,18 Months,CLRecall18-Employed,1,0.98,0.98
Prdt-2,APRIL,12 Months,Recall12EGExamOnly,1,0.98,0.98
Prdt-1,MAY,21 Months,CLRecall21-Employed,1,0.98,0.98
Prdt-2,MAY,12 Months,EGRecall12NONFS,1,0.98,0.98
Prdt-2,APRIL,15 Months,Recall15EGExamOnly,1,0.98,0.98
Prdt-2,JULY,18 Months,EGRecall18Exam,1,0.98,0.98
Prdt-2,APRIL,18 Months,Recall18EGExamOnly,1,0.98,0.98
Prdt-1,DECEMBER,18 Months,NVIPC634-Recall-TG,1,0.98,0.98
Prdt-2,NOVEMBER,15 Months,NVIPC764-Recall-TG,1,0.98,0.98
Prdt-2,APRIL,21 Months,Recall21EGExamOnly,1,0.98,0.98
Prdt-2,JUNE,15 Months,EGRecallSV14,1,0.98,0.98
Prdt-1,NOVEMBER,18 Months,NVIPC635-Recall-TG,1,0.98,0.98
Prdt-1,JUNE,12 Months,CLClubInvite12,1,0.98,0.98
Prdt-2,JULY,24 Months,Recall24EGExamOnly,1,0.98,0.98
Prdt-1,AUGUST,24 Months,CLRecall24Leased,1,0.98,0.98
Prdt-2,JUNE,12 Months,Recall12EGExamOnly,1,0.98,0.98
Prdt-2,AUGUST,12 Months,EGRecallSV12,1,0.98,0.98
Prdt-2,AUGUST,15 Months,EGRecallMV14,1,0.98,0.98
Prdt-2,JULY,12 Months,EGRecall12Promo,1,0.98,0.98
Prdt-1,JUNE,18 Months,ClubReminder18,1,0.98,0.98
Prdt-2,AUGUST,18 Months,EGRecall18Exam,1,0.98,0.98
Prdt-2,JUNE,12 Months,EGRecallMV12,1,0.98,0.98
Prdt-2,AUGUST,18 Months,EGRecall18FS,1,0.98,0.98
Prdt-2,MAY,24 Months,EGRecall22Leaseded,1,0.98,0.98
Prdt-2,MAY,24 Months,EGRecall24NONFS,1,0.98,0.98
Prdt-2,JANUARY,21 Months,NVIPC651-Recall-TG,1,0.98,0.98
Prdt-2,DECEMBER,21 Months,NVIPC640-Recall-TG,1,0.98,0.98
Prdt-1,NOVEMBER,12 Months,NVIPC637-Recall-TG,1,0.98,0.98
Prdt-2,JUNE,24 Months,EGRecallMV24,1,0.98,0.98
Prdt-1,JULY,15 Months,CLRecall15-Employed,1,0.98,0.98
Prdt-2,MAY,21 Months,EGRecall21Employeded,1,0.98,0.98
Prdt-2,AUGUST,24 Months,EGRecall24FS,1,0.98,0.98
Prdt-2,AUGUST,18 Months,EGRecallMV16,1,0.98,0.98
Prdt-1,AUGUST,18 Months,CLRecall18-Employed,1,0.98,0.98
Prdt-2,AUGUST,18 Months,EGRecall18Employed,1,0.98,0.98
Prdt-2,AUGUST,27 Months,EGRecall27FS,1,0.98,0.98
Prdt-2,JULY,12 Months,EGRecallSV12,1,0.98,0.98
Prdt-1,JUNE,21 Months,CLRecall21Leased,1,0.98,0.98
Prdt-2,JULY,15 Months,EGRecallMV14,1,0.98,0.98
Prdt-2,MAY,21 Months,EGRecall21FS,1,0.98,0.98
Prdt-2,JANUARY,24 Months,NVIPC764-Recall-TG,1,0.98,0.98
Prdt-2,JULY,12 Months,EGRecallMV12TXNV,1,0.98,0.98
Prdt-1,JULY,15 Months,CLClubInvite15,1,0.98,0.98
Prdt-2,NOVEMBER,12 Months,NVIPC764-Recall-TG,1,0.98,0.98
Prdt-2,OCTOBER,27 Months,NVIPC640-EG SV Rec,2,0.98,0.49
Prdt-2,JUNE,24 Months,EGRecallSV24,1,0.98,0.98
Prdt-2,JUNE,24 Months,EGRecallMV24TXNV,1,0.98,0.98
Prdt-1,NOVEMBER,12 Months,NVIPC634-Recall-TG,1,0.98,0.98
Prdt-2,DECEMBER,21 Months,NVIPC644-Recall-TG,1,0.98,0.98
Prdt-2,AUGUST,15 Months,EGRecallSV14,1,0.98,0.98
Prdt-2,JUNE,12 Months,EGRecall12Exam,1,0.98,0.98
Prdt-2,JANUARY,27 Months,NVIPC645-Recall-TG,1,0.9783333333333334,0.9783333333333334
Prdt-2,DECEMBER,27 Months,NVIPC764-Recall-TG,1,0.978,0.978
Prdt-1,JUNE,27 Months,CLRecall27Leased,1,0.9766666666666666,0.9766666666666666
Prdt-1,JUNE,27 Months,CLRecall27-Employed,1,0.9766666666666666,0.9766666666666666
Prdt-2,JULY,24 Months,EGRecall22Leased,1,0.9757142857142856,0.9757142857142856
Prdt-2,JULY,15 Months,EGRecall15Employed,1,0.97,0.97
Prdt-2,JULY,15 Months,EGRecall14Leased,1,0.97,0.97
Prdt-2,JUNE,27 Months,EGRecall26Leased,1,0.97,0.97
Prdt-2,JUNE,18 Months,EGRecallMV16,1,0.97,0.97
Prdt-1,AUGUST,18 Months,CLRecall18Leased,1,0.97,0.97
Prdt-1,AUGUST,12 Months,CLRecall12,1,0.97,0.97
Prdt-1,OCTOBER,18 Months,NVIPC634-CL Invite,2,0.97,0.485
Prdt-1,MAY,18 Months,CLRecall18Leaseded,1,0.97,0.97
Prdt-2,JULY,12 Months,Recall12EGExamOnly,1,0.97,0.97
Prdt-1,JULY,21 Months,CLRecall21Leased,1,0.97,0.97
Prdt-2,JUNE,18 Months,EGRecallMV18,1,0.97,0.97
Prdt-2,JUNE,18 Months,EGRecallSV18TXNVCA,1,0.97,0.97
Prdt-1,JUNE,12 Months,CLRecall12,1,0.97,0.97
Prdt-1,MAY,24 Months,CLRecall24Leaseded,1,0.97,0.97
Prdt-1,AUGUST,27 Months,CLRecall27Leased,1,0.97,0.97
Prdt-1,AUGUST,24 Months,CLClubInvite24,1,0.97,0.97
Prdt-1,MAY,21 Months,CLRecall21Leaseded,1,0.97,0.97
Prdt-2,JUNE,18 Months,EGRecallSV18,1,0.97,0.97
Prdt-2,JANUARY,27 Months,NVIPC764-Recall-TG,1,0.97,0.97
Prdt-2,JANUARY,15 Months,NVIPC651-Recall-TG,1,0.97,0.97
Prdt-2,JUNE,24 Months,EGRecallMV22TXNV,1,0.97,0.97
Prdt-2,NOVEMBER,15 Months,NVIPC644-Recall-TG,1,0.97,0.97
Prdt-1,JULY,21 Months,CLRecall21-Employed,1,0.97,0.97
Prdt-2,AUGUST,24 Months,EGRecall24Employed,1,0.97,0.97
Prdt-2,JULY,24 Months,EGRecallMV24TXNV,1,0.97,0.97
Prdt-2,AUGUST,18 Months,EGRecall18Leased,1,0.97,0.97
Prdt-2,JULY,18 Months,Recall18EGExamOnly,1,0.97,0.97
Prdt-1,JULY,12 Months,CLRecall12,1,0.97,0.97
Prdt-2,AUGUST,15 Months,EGRecall14Leased,1,0.97,0.97
Prdt-2,JANUARY,27 Months,NVIPC651-Recall-TG,1,0.97,0.97
Prdt-2,AUGUST,15 Months,EGRecall15Exam,1,0.97,0.97
Prdt-2,JUNE,12 Months,EGRecallSV12,1,0.97,0.97
Prdt-1,JULY,12 Months,ClubReminder12,1,0.97,0.97
Prdt-1,JUNE,21 Months,CLRecall21-Employed,1,0.97,0.97
Prdt-2,JUNE,12 Months,EGRecallMV12TXNV,1,0.97,0.97
Prdt-2,JUNE,12 Months,EGRecall12FS,1,0.97,0.97
Prdt-2,JULY,18 Months,EGRecallSV18,1,0.97,0.97
Prdt-1,JUNE,18 Months,CLClubInvite18,1,0.97,0.97
Prdt-2,MAY,24 Months,EGRecall24Leaseded,1,0.97,0.97
Prdt-2,JUNE,21 Months,EGRecallSV20,1,0.97,0.97
Prdt-2,NOVEMBER,21 Months,NVIPC645-Recall-TG,1,0.97,0.97
Prdt-2,JULY,27 Months,EGW_Pre_RecallEM,1,0.97,0.97
Prdt-1,JULY,15 Months,ClubReminder15,1,0.97,0.97
Prdt-2,JULY,27 Months,EGRecallSV26TXNVCA,1,0.97,0.97
Prdt-1,JUNE,15 Months,CLClubInvite15,1,0.97,0.97
Prdt-2,AUGUST,24 Months,EGRecall24Exam,1,0.97,0.97
Prdt-2,JULY,18 Months,EGRecallSV18TXNVCA,1,0.97,0.97
Prdt-2,JULY,24 Months,EGRecallSV24,1,0.97,0.97
Prdt-1,DECEMBER,24 Months,NVIPC634-Recall-TG,1,0.97,0.97
Prdt-1,DECEMBER,24 Months,NVIPC635-Recall-TG,1,0.97,0.97
Prdt-2,JULY,21 Months,Recall21EGExamOnly,1,0.97,0.97
Prdt-2,JUNE,18 Months,EGRecall18Leased,1,0.97,0.97
Prdt-2,MAY,12 Months,Recall12EGExamOnly,1,0.97,0.97
Prdt-2,APRIL,24 Months,EGRecall24Exam,1,0.97,0.97
Prdt-2,JUNE,15 Months,EGRecallMV14TXNV,1,0.97,0.97
Prdt-2,NOVEMBER,27 Months,NVIPC650-Recall-TG,1,0.97,0.97
Prdt-2,APRIL,24 Months,Recall24EGExamOnly,1,0.97,0.97
Prdt-1,MAY,15 Months,Recall15CLExamOnly,1,0.97,0.97
Prdt-2,OCTOBER,15 Months,DrStoreRecall-TG,1,0.97,0.97
Prdt-2,MAY,15 Months,EGRecall15Exam,1,0.97,0.97
Prdt-2,APRIL,12 Months,EGRecall12Promo,1,0.97,0.97
Prdt-1,JULY,24 Months,ClubReminder27,1,0.97,0.97
Prdt-2,MAY,15 Months,Recall15EGExamOnly,1,0.97,0.97
Prdt-2,JULY,18 Months,EGRecallMV18,1,0.97,0.97
Prdt-2,JANUARY,15 Months,NVIPC644-Recall-TG,1,0.9683333333333334,0.9683333333333334
Prdt-2,DECEMBER,27 Months,NVIPC644-Recall-TG,1,0.968,0.968
Prdt-2,DECEMBER,24 Months,NVIPC764-Recall-TG,1,0.9675,0.9675
Prdt-2,NOVEMBER,21 Months,NVIPC650-Recall-TG,1,0.966,0.966
Prdt-1,OCTOBER,21 Months,NVIPC634-CL Invite,2,0.9650000000000001,0.48250000000000004
Prdt-2,JANUARY,12 Months,NVIPC650-Recall-TG,1,0.9616666666666666,0.9616666666666666
Prdt-2,JUNE,21 Months,Recall21EGExamOnly,1,0.96,0.96
Prdt-2,JANUARY,27 Months,NVIPC650-Recall-TG,1,0.96,0.96
Prdt-2,JULY,12 Months,EGRecall12Employed,1,0.96,0.96
Prdt-2,JULY,12 Months,EGRecall12Leased,1,0.96,0.96
Prdt-2,JANUARY,27 Months,NVIPC640-Recall-TG,1,0.96,0.96
Prdt-2,JUNE,21 Months,EGRecallMV20,1,0.96,0.96
Prdt-2,JULY,24 Months,EGRecall24Leased,1,0.96,0.96
Prdt-2,JULY,18 Months,EGRecallMV16,1,0.96,0.96
Prdt-2,JUNE,21 Months,EGRecall21FS,1,0.96,0.96
Prdt-2,JANUARY,21 Months,NVIPC644-Recall-TG,1,0.96,0.96
Prdt-2,JULY,24 Months,EGRecall24FS,1,0.96,0.96
Prdt-2,DECEMBER,12 Months,NVIPC647-Recall-TG,1,0.96,0.96
Prdt-2,AUGUST,24 Months,EGRecall24Promo,1,0.96,0.96
Prdt-2,DECEMBER,15 Months,NVIPC646-Recall-TG,1,0.96,0.96
Prdt-2,JULY,24 Months,EGRecallSV24TXNVCA,1,0.96,0.96
Prdt-2,JUNE,24 Months,EGRecall24FS,1,0.96,0.96
Prdt-2,AUGUST,18 Months,EGRecallSV16TXNVCA,1,0.96,0.96
Prdt-2,JUNE,12 Months,EGRecall12Employed,1,0.96,0.96
Prdt-2,AUGUST,18 Months,EGRecallMV16TXNV,1,0.96,0.96
Prdt-2,JUNE,12 Months,EGRecall12Promo,1,0.96,0.96
Prdt-2,JULY,21 Months,EGRecall21Employed,1,0.96,0.96
Prdt-2,JUNE,15 Months,EGRecallMV14CA,1,0.96,0.96
Prdt-2,JULY,18 Months,EGRecall18Leased,1,0.96,0.96
Prdt-2,JULY,18 Months,EGRecall18FS,1,0.96,0.96
Prdt-2,JUNE,18 Months,EGRecallSV16,1,0.96,0.96
Prdt-2,JUNE,18 Months,EGRecallSV16TXNVCA,1,0.96,0.96
Prdt-2,JUNE,21 Months,EGRecall21Employed,1,0.96,0.96
Prdt-2,JUNE,24 Months,EGRecall24Exam,1,0.96,0.96
Prdt-2,JUNE,24 Months,EGRecall24Promo,1,0.96,0.96
Prdt-2,JUNE,27 Months,EGRecall27Exam,1,0.96,0.96
Prdt-1,AUGUST,21 Months,CLRecall21-Employed,1,0.96,0.96
Prdt-2,MAY,15 Months,EGRecall14Leaseded,1,0.96,0.96
Prdt-1,JULY,24 Months,CLRecall24,1,0.96,0.96
Prdt-1,AUGUST,12 Months,ClubReminder12,1,0.96,0.96
Prdt-1,JULY,24 Months,CLClubInvite24,1,0.96,0.96
Prdt-2,MAY,12 Months,EGRecall12Leaseded,1,0.96,0.96
Prdt-2,MAY,18 Months,Recall18EGExamOnly,1,0.96,0.96
Prdt-2,MAY,21 Months,EGRecall20Leaseded,1,0.96,0.96
Prdt-2,OCTOBER,24 Months,NVIPC119-Combined-TG,1,0.96,0.96
Prdt-1,JANUARY,18 Months,NVIPC635-Recall-TG,1,0.96,0.96
Prdt-1,JUNE,21 Months,CLRecall21,1,0.96,0.96
Prdt-1,JANUARY,18 Months,NVIPC764-Recall-TG,1,0.96,0.96
Prdt-1,AUGUST,24 Months,CLRecall24,1,0.96,0.96
Prdt-1,NOVEMBER,18 Months,NVIPC764-Recall-TG,1,0.96,0.96
Prdt-2,NOVEMBER,27 Months,NVIPC644-Recall-TG,1,0.96,0.96
Prdt-2,NOVEMBER,24 Months,NVIPC764-Recall-TG,1,0.96,0.96
Prdt-1,JULY,12 Months,CLRecallTXandCA12,1,0.96,0.96
Prdt-2,MAY,27 Months,EGRecall27NONFS,1,0.96,0.96
Prdt-2,NOVEMBER,21 Months,NVIPC651-Recall-TG,1,0.96,0.96
Prdt-2,JUNE,24 Months,EGRecall24Leased,1,0.96,0.96
Prdt-1,JULY,15 Months,CLRecall15,1,0.96,0.96
Prdt-2,MAY,24 Months,EGRecall24FS,1,0.96,0.96
Prdt-1,AUGUST,12 Months,CLRecallTXandCA12,1,0.96,0.96
Prdt-2,NOVEMBER,15 Months,NVIPC640-Recall-TG,1,0.96,0.96
Prdt-1,MAY,27 Months,CLRecall27Leaseded,1,0.9566666666666667,0.9566666666666667
Prdt-2,JANUARY,21 Months,NVIPC645-Recall-TG,1,0.955,0.955
Prdt-2,DECEMBER,27 Months,NVIPC640-Recall-TG,1,0.9541666666666666,0.9541666666666666
Prdt-2,AUGUST,27 Months,EGRecall26Leased,1,0.95,0.95
Prdt-2,MAY,12 Months,EGRecall12FS,1,0.95,0.95
Prdt-2,JUNE,18 Months,EGRecall18FS,1,0.95,0.95
Prdt-2,AUGUST,27 Months,EGRecall27Exam,1,0.95,0.95
Prdt-2,MAY,12 Months,EGRecall12NONFS-Test,1,0.95,0.95
Prdt-2,JUNE,27 Months,EGRecall27FS,1,0.95,0.95
Prdt-2,APRIL,15 Months,EGRecall15Exam,1,0.95,0.95
Prdt-2,JUNE,27 Months,EGRecallMV26,1,0.95,0.95
Prdt-2,MAY,15 Months,EGRecall15Employeded,1,0.95,0.95
Prdt-2,APRIL,18 Months,EGRecall18Exam,1,0.95,0.95
Prdt-1,JUNE,18 Months,CLRecall18Leased,1,0.95,0.95
Prdt-1,JULY,18 Months,CLClubInvite18,1,0.95,0.95
Prdt-2,JULY,27 Months,EGRecallSV26,1,0.95,0.95
Prdt-1,JULY,12 Months,Recall12CLExamOnly,1,0.95,0.95
Prdt-2,MAY,24 Months,EGRecall24NONFS-Test,1,0.95,0.95
Prdt-1,JUNE,15 Months,Recall15CLExamOnly,1,0.95,0.95
Prdt-1,JUNE,18 Months,CLRecall18-Employed,1,0.95,0.95
Prdt-2,MAY,21 Months,Recall21EGExamOnly,1,0.95,0.95
Prdt-1,JULY,24 Months,CLRecall24-Employed,1,0.95,0.95
Prdt-2,MAY,21 Months,EGRecall21NONFS-Test,1,0.95,0.95
Prdt-2,JUNE,21 Months,EGRecall20Leased,1,0.95,0.95
Prdt-2,JUNE,15 Months,EGRecall15Employed,1,0.95,0.95
Prdt-2,MAY,27 Months,Recall27EGExamOnly,1,0.95,0.95
Prdt-1,JUNE,12 Months,CLRecallTXandCA12,1,0.95,0.95
Prdt-2,APRIL,21 Months,EGRecall21Exam,1,0.95,0.95
Prdt-1,JULY,24 Months,CLRecall24Leased,1,0.95,0.95
Prdt-2,MAY,27 Months,EGRecall27FS,1,0.95,0.95
Prdt-1,APRIL,21 Months,CLRecall21Exam,1,0.95,0.95
Prdt-1,AUGUST,15 Months,CLClubInvite15,1,0.95,0.95
Prdt-1,NOVEMBER,24 Months,NVIPC635-Recall-TG,1,0.95,0.95
Prdt-1,AUGUST,15 Months,CLRecall15-Employed,1,0.95,0.95
Prdt-2,JANUARY,27 Months,NVIPC644-Recall-TG,1,0.95,0.95
Prdt-1,APRIL,12 Months,Recall12CLExamOnly,1,0.95,0.95
Prdt-2,JUNE,21 Months,EGRecallSV20TXNVCA,1,0.95,0.95
Prdt-1,AUGUST,24 Months,ClubReminder24,1,0.94,0.94
Prdt-2,AUGUST,27 Months,EGW_Pre_RecallEM,1,0.94,0.94
Prdt-2,JULY,21 Months,EGRecall21Exam,1,0.94,0.94
Prdt-1,JUNE,21 Months,ClubReminder21,1,0.94,0.94
Prdt-1,NOVEMBER,18 Months,NVIPC634-Recall-TG,1,0.94,0.94
Prdt-2,JULY,18 Months,EGRecallSV16,1,0.94,0.94
Prdt-2,JULY,12 Months,EGRecall12FS,1,0.94,0.94
Prdt-1,MAY,12 Months,Recall12CLExamOnly,1,0.94,0.94
Prdt-2,JUNE,24 Months,EGRecallSV22,1,0.94,0.94
Prdt-1,DECEMBER,15 Months,NVIPC764-Recall-TG,1,0.94,0.94
Prdt-2,MAY,24 Months,EGRecall24Employeded,1,0.94,0.94
Prdt-2,JUNE,24 Months,EGRecallSV24TXNVCA,1,0.94,0.94
Prdt-1,JULY,24 Months,ClubReminder24,1,0.94,0.94
Prdt-2,DECEMBER,12 Months,NVIPC646-Recall-TG,1,0.94,0.94
Prdt-2,JULY,27 Months,EGRecallMV26,1,0.94,0.94
Prdt-2,JANUARY,21 Months,NVIPC640-Recall-TG,1,0.94,0.94
Prdt-2,JANUARY,21 Months,NVIPC650-Recall-TG,1,0.94,0.94
Prdt-2,JULY,21 Months,EGRecall21FS,1,0.94,0.94
Prdt-1,AUGUST,15 Months,ClubReminder15,1,0.94,0.94
Prdt-2,NOVEMBER,21 Months,NVIPC644-Recall-TG,1,0.9359999999999999,0.9359999999999999
Prdt-2,NOVEMBER,27 Months,NVIPC764-Recall-TG,1,0.9335714285714286,0.9335714285714286
Prdt-1,JUNE,12 Months,Recall12CLExamOnly,1,0.93,0.93
Prdt-2,JULY,24 Months,EGRecall24Promo,1,0.93,0.93
Prdt-2,JULY,18 Months,EGRecallMV16TXNV,1,0.93,0.93
Prdt-1,AUGUST,24 Months,ClubReminder27,1,0.93,0.93
Prdt-2,JULY,18 Months,EGRecall16Leased,1,0.93,0.93
Prdt-1,JULY,21 Months,ClubReminder21,1,0.93,0.93
Prdt-1,JUNE,24 Months,ClubReminder24,1,0.93,0.93
Prdt-2,OCTOBER,15 Months,NVIPC646-TX/NV EG,2,0.93,0.465
Prdt-1,JUNE,24 Months,ClubReminder27,1,0.93,0.93
Prdt-1,DECEMBER,15 Months,NVIPC634-Recall-TG,1,0.93,0.93
Prdt-2,AUGUST,27 Months,EGRecallSV26,1,0.93,0.93
Prdt-2,JUNE,27 Months,EGRecallSV26TXNVCA,1,0.93,0.93
Prdt-1,JANUARY,18 Months,NVIPC634-Recall-TG,1,0.93,0.93
Prdt-2,AUGUST,18 Months,EGRecallSV18,1,0.93,0.93
Prdt-1,JUNE,18 Months,CLRecall18,1,0.93,0.93
Prdt-1,AUGUST,21 Months,CLRecall21,1,0.93,0.93
Prdt-2,AUGUST,27 Months,EGRecall27Employed,1,0.93,0.93
Prdt-2,JUNE,27 Months,EGRecallSV26,1,0.93,0.93
Prdt-1,JULY,18 Months,CLRecall18,1,0.93,0.93
Prdt-2,AUGUST,27 Months,EGRecallMV26,1,0.93,0.93
Prdt-1,JULY,21 Months,CLClubInvite21,1,0.92,0.92
Prdt-1,NOVEMBER,15 Months,NVIPC764-Recall-TG,1,0.92,0.92
Prdt-1,JUNE,24 Months,CLRecall24,1,0.92,0.92
Prdt-2,AUGUST,21 Months,EGRecall21Exam,1,0.92,0.92
Prdt-1,JANUARY,21 Months,NVIPC634-Recall-TG,1,0.92,0.92
Prdt-2,NOVEMBER,15 Months,NVIPC646-Recall-TG,1,0.92,0.92
Prdt-2,MAY,27 Months,EGRecall26Leaseded,1,0.92,0.92
Prdt-2,DECEMBER,21 Months,NVIPC764-Recall-TG,1,0.92,0.92
Prdt-2,DECEMBER,15 Months,NVIPC647-Recall-TG,1,0.92,0.92
Prdt-2,MAY,24 Months,Recall24EGExamOnly,1,0.92,0.92
Prdt-1,MAY,12 Months,CLRecall12LeasedControl,1,0.92,0.92
Prdt-1,JULY,18 Months,ClubReminder18,1,0.92,0.92
Prdt-2,JUNE,27 Months,EGRecall27Employed,1,0.92,0.92
Prdt-1,OCTOBER,18 Months,NVIPC119-Combined-TG,1,0.92,0.92
Prdt-2,JUNE,18 Months,Recall18EGExamOnly,1,0.92,0.92
Prdt-1,OCTOBER,24 Months,NVIPC637-CL Recall,2,0.92,0.46
Prdt-1,AUGUST,15 Months,CLRecall15,1,0.92,0.92
Prdt-2,MAY,12 Months,EGRecall12Exam,1,0.92,0.92
Prdt-2,JUNE,27 Months,EGW_Pre_RecallEM,1,0.92,0.92
Prdt-2,AUGUST,15 Months,EGRecall14LeasedControl,1,0.915,0.915
Prdt-1,AUGUST,18 Months,ClubReminder18,1,0.91,0.91
Prdt-1,AUGUST,12 Months,CLRecall12-EmployedControl,1,0.91,0.91
Prdt-1,NOVEMBER,12 Months,NVIPC764-Recall-TG,1,0.91,0.91
Prdt-1,JULY,21 Months,CLRecall21,1,0.91,0.91
Prdt-1,JULY,27 Months,CLRecall27Leased,1,0.91,0.91
Prdt-1,JUNE,21 Months,CLRecall21Exam,1,0.91,0.91
Prdt-2,JULY,21 Months,EGRecall20LeasedControl,1,0.91,0.91
Prdt-2,MAY,18 Months,EGRecall18Exam,1,0.91,0.91
Prdt-1,OCTOBER,12 Months,NVIPC119-Combined-TG,1,0.91,0.91
Prdt-1,NOVEMBER,24 Months,NVIPC634-Recall-TG,1,0.91,0.91
Prdt-2,AUGUST,18 Months,EGRecallSV18TXNVCA,1,0.91,0.91
Prdt-1,JUNE,12 Months,CLRecall12LeasedControl,1,0.91,0.91
Prdt-2,JULY,12 Months,EGRecall12FSControl,1,0.91,0.91
Prdt-2,JUNE,24 Months,EGRecall24Employed,1,0.91,0.91
Prdt-2,JULY,27 Months,EGRecall26Leased,1,0.91,0.91
